Style-Fabric-Color,Gender,Birth Season,Comm. Category SubGroup,new,vip,revenue
CONFEZIONE REGALO 2 CALICI VINO ROSSO MEDUSA DOR-FORMA 2066,Unisex,-missing description-,HOME,0,1,1422.498535
COPERCHIO PER BICCHIERE MEDUSA GALA GOLD-FORMA1420,Unisex,Not Seasonal 2015,HOME,1,0,94.71940613
COPERTA DA ESTERNO-WHITE-BEIGE WHITE WHITE,Unisex,Spring / Summer 2018,RTW,0,0,180.3804321
COPERTA DA ESTERNO-White-light blue+white+light blue,Unisex,Fall / Winter 2018-2019,RTW,3,0,690.3196106
COPERTE-BABY BLU BABY BLU MULT CELESTE,Unisex,Fall / Winter 2017-2018,RTW,0,0,270.5998535
COPPA 14 CM MEDUSA-FORMA 1211,Unisex,-missing description-,HOME,0,0,216.3816833
COPPA 18 CM MEDUSA-FORMA 1211,Unisex,-missing description-,HOME,0,0,302.9560242
COPPA 22 CM BAROQUE AND ROLL-FORMA 1425,Unisex,Not Seasonal 2017,HOME,1,0,258.3256531
COPPA QUADRATA 21 CM ARABESQUE-FORMA 6995,Unisex,-missing description-,HOME,2,0,432.7827454
COPPETTA DESSERT SCALA PALAZ.VERDE-FORMA 1933,Unisex,Not Seasonal 2018,HOME,0,1,118.1181488
COPPETTA QUAD.PIAN12 BAROQUE NERO-FORMA 1194,Unisex,Not Seasonal 2017,HOME,1,0,52.31550598
COPRICAPO-Deep Red,Female,Fall / Winter 2018-2019,SILK & OTHER ACC,0,0,145.1042938
COSTUME INTERO DONNA-Black,Female,Spring / Summer 2019,RTW,0,0,289.9263611
COSTUME INTERO MARE DONNA-Black,Female,Fall / Winter 2018-2019,RTW,0,0,745.3691406
CRAVATTA PALA 7-Black,Male,Spring / Summer 2017,SILK & OTHER ACC,1,0,522.1899414
CRAVATTA-Black-grey,Male,Fall / Winter 2015-2016,SILK & OTHER ACC,0,0,216.2554779
CRAVATTE CM5-blue-black,Male,Spring / Summer 2018,SILK & OTHER ACC,0,0,332.1329956
CRAVATTE CM5-Red wine,Male,Spring / Summer 2017,SILK & OTHER ACC,0,0,180.0898895
CRAVATTE CM7-Black-grey,Male,Fall / Winter 2018-2019,SILK & OTHER ACC,2,0,751.6722565
CRAVATTE CM7-Black-yellow,Male,Spring / Summer 2019,SILK & OTHER ACC,1,0,638.6624603
CRAVATTE CM7-bluette,Male,Spring / Summer 2018,SILK & OTHER ACC,1,1,2005.946381
CRAVATTE CM7-fuxia,Male,Fall / Winter 2018-2019,SILK & OTHER ACC,8,0,1788.066444
CRAVATTE CM7-Fuxia-gold,Male,Spring / Summer 2019,SILK & OTHER ACC,0,0,606.5115814
CRAVATTE CM7-Light Blue+gold,Male,Spring / Summer 2019,SILK & OTHER ACC,0,0,418.283844
CRAVATTE CM7-Navy,Male,Spring / Summer 2018,SILK & OTHER ACC,3,0,1310.129211
CRAVATTE CM7-violet,Male,Spring / Summer 2018,SILK & OTHER ACC,0,0,109.8089523
CRAVATTE CM8-Light blue,Male,Fall / Winter 2016-2017,SILK & OTHER ACC,0,0,261.1549454
CROSSBODY BAG+SPONGE LETTERS GRAND CANYON-Black+Black-White---Nickel,Female,Fall / Winter 2018-2019,BAGS,2,0,1055.531174
CUCCHIAIO DESSERT MEDUSA GOLD-FORMA 1930,Unisex,-missing description-,HOME,0,0,376.4554749
CUFFLINKS METAL-Rhodium,Male,Spring  / Summer 2013,FASHION JEWELRY,4,0,1644.235825
CUSCINO 45X45 DIS. J0052-VARIATION 0002,Unisex,-missing description-,HOME,0,0,405.0240173
CUSCINO-VARIATION 0002,Unisex,-missing description-,HOME,1,0,192.3544006
CUSHION-Black-gold,Unisex,Not Seasonal 2015,HOME,5,2,5534.870209
CUSHION-Black-gold-whte-blue,Unisex,Not Seasonal 2017,HOME,3,1,2798.991882
CUSHION-Gold-black-red,Unisex,Not Seasonal 2016,HOME,1,0,288.5089111
CUSHION-Green-gold-black-white,Unisex,Not Seasonal 2017,HOME,1,0,265.7332764
CUSHION-Green-pink,Unisex,Not Seasonal 2018,HOME,1,0,769.0895081
CUSHION-Grey-gold,Unisex,Not Seasonal 2015,HOME,5,0,5071.797958
CUSHION-Grey-green-black,Unisex,Not Seasonal 2018,HOME,0,0,324.5976257
CUSHION-Red-Gold-Brown-Black,Unisex,Not Seasonal 2016,HOME,3,0,1509.138733
CUSHION-Tourqoise,Unisex,Not Seasonal 2016,HOME,0,0,433.9666901
CUSHION-WHITE GOLD,Unisex,Not Seasonal 2016,HOME,9,0,2065.33271
CUSHIONS VELVET COTTON FABRIC-BLACK,Unisex,Not Seasonal 2016,HOME,3,0,2274.328186
CUSHIONS-Black-White-Gold,Unisex,-missing description-,HOME,6,0,3978.436676
DAY GLAM 38MM RONDA  D BLK B SLV 2014-NUL,Female,Non Seasonal 2014,LICENSES,0,0,1592.822266
DECOLLETE  T.105 VITELLINO+NAPPA SCRITTA VERSACE-Optical White+Black-Black,Female,Spring / Summer 2019,SHOES,2,0,2684.537659
DECOLLETE  T.50 NAPPA TRAPUNTATA-Optical White-Black-Tribute Gold,Female,Fall / Winter 2018-2019,SHOES,11,0,17656.77972
DECOLLETE  T.55 CAMOSCIO+ STRASS DIS. JUNGLE-Multicolor Green-Black,Female,Spring / Summer 2018,SHOES,1,0,7283.442505
DECOLLETE  T.55 VERNICE.-Black Warm Gold,Female,Spring / Summer 2019,SHOES,6,1,12319.65796
DECOLLETE  T.55 VITELLINO-Black-Gold,Female,Fall / Winter 2014-2015,SHOES,0,0,2365.502625
DECOLLETE  T.95 CANGURO LAMINATO-Anthracite-Tribute Gold,Female,Fall / Winter 2018-2019,SHOES,11,2,22901.92502
DECOLLETE  T.95 VITELLINO-Black-Gold,Female,Spring / Summer 2014,SHOES,0,0,836.4830933
DECOLLETE AP. T.100 VITELLINO-Black,Female,Fall / Winter 2016-2017,SHOES,0,0,2163.046875
DECOLLETE FABRIC + LAMB LEATHER-Geranium-Light Gold,Female,Spring / Summer 2018,SHOES,1,0,2028.083984
DECOLLETE FABRIC + LAMB LEATHER-Multicolor White-Tribute Gold,Female,Fall / Winter 2018-2019,SHOES,11,0,19133.02145
DRIVER F.DO GOMMA VIT.NAPPATO C/MICROBORCHIE+VIT.NAPPATO-BLACK+BLACK-NIKEL,Male,Fall / Winter 2018-2019,SHOES,2,0,541.1298065
DUVET-Grey-ivory-green-pink,Unisex,Not Seasonal 2016,HOME,1,0,708.550415
DUVET-Tourquoise-grey-gold,Unisex,Not Seasonal 2015,HOME,1,0,1682.807129
DYLOS LADY 2TONE SILVER D WHITE CALF S 2015-NUL,Female,Not Seasonal 2015,LICENSES,1,0,470.5109253
EARRINGS GRECA R GOLD SAMRA-NUL,Female,Not Seasonal 2015,LICENSES,0,0,5793.875488
EARRINGS METAL-Pink-Gold Tribute,Female,Fall / Winter 2018-2019,FASHION JEWELRY,7,0,4496.132492
EAU DE PARFUM NAT. SPRAY 50 ML 50 ML SPRAY-NUL,Female,Non Seasonal 2014,LICENSES,0,0,68.52844238
EAU DE TOILETTE NAT. SPRAY 50 ML 50 ML SPRAY-NUL,Female,Not Seasonal 2016,LICENSES,6,0,1064.838814
ESPADRILLA FABRIC + CALF LEATHER-Navy+Biscuit-Palladium,Male,Spring / Summer 2017,SHOES,0,0,1699.905914
ESPADRILLAS T.20 NAPPA STAMPA GRECA MIX-Multicolor+Black-Black,Female,Spring / Summer 2017,SHOES,0,0,1009.315308
EYE MASK-Black-gold,Female,Not Seasonal 2017,HOME,2,0,1432.294693
FABRIC + CALF LEATHER-Calamity+Camel,Male,Spring / Summer 2019,SHOES,2,0,4559.088501
FABRIC + CALF LEATHER-Multicolor-Tribute Gold,Female,Spring / Summer 2019,BAGS,3,0,8981.125122
FABRIC + CALF LEATHER-Multicolor-Tribute Gold,Female,Spring / Summer 2019,SLG,1,0,788.2867126
FABRIC + CALF LEATHER-White+Black,Female,Spring / Summer 2019,BAGS,1,0,3369.205444
FELPA CON CAPPUCCIO RICAMATA-BLUE - YELLOW,Female,Fall / Winter 2018-2019,RTW,9,3,28328.27417
FELPA GIROCOLLO INTIMO UOMO-Grey,Male,Fall / Winter 2018-2019,RTW,2,0,2019.5755
FELPA-Black gold+black,Male,Fall / Winter 2018-2019,RTW,4,0,2506.057037
FELPA-Black-gold+black,Female,Fall / Winter 2018-2019,RTW,2,0,2711.329987
FELPA-BLACK-WHITE-GOLD,Female,Spring / Summer 2019,RTW,7,0,4403.536743
FELPA-Black+black+black+grey,Male,Fall / Winter 2018-2019,RTW,4,0,1394.903458
FELPA-Black+gold,Female,Spring / Summer 2019,RTW,7,0,3684.19577
FELPA-Black+white-gold,Male,Fall / Winter 2018-2019,RTW,2,0,2334.907898
FELPA-Lavander- Blue,Female,Spring / Summer 2018,RTW,1,0,1908.717407
FELPA-MOTTLED GREY MULT,Female,Spring / Summer 2018,RTW,0,0,187.6544113
FELPA-red+grey mel+ multicolor,Male,Spring / Summer 2019,RTW,3,0,2130.597214
FELPA-ROYAL,Male,Spring / Summer 2018,RTW,0,0,196.1173859
FELPA-ROYAL ROYAL MULT,Male,Spring / Summer 2018,RTW,1,0,339.288681
FELPA-Sapphire+sapphire+mult,Male,Fall / Winter 2018-2019,RTW,2,0,1062.964508
FELPA-White-gold+white,Female,Fall / Winter 2018-2019,RTW,2,0,1651.17038
FIRE_ISLAND SS PINK D PINK S 2015-NUL,Female,Not Seasonal 2015,LICENSES,1,0,62.73797989
FITTED SHEET-GOLD,Unisex,Not Seasonal 2016,HOME,2,0,577.0468903
FLAT SANDAL FABRIC + LAMB LEATHER-Quartz Pink-Palladium,Female,Spring / Summer 2019,SHOES,1,0,1328.620148
FLAT SHEET-BLACK-GOLD,Unisex,Not Seasonal 2016,HOME,3,0,1764.576767
FOOTBED SANDAL RUBBER SOLE H.20+EMBOSSED LOGO GOMMA-Black+Black Sole,Unisex,Spring / Summer 2019,SHOES,2,0,1213.395645
FOOTBED SANDAL RUBBER SOLE H.20+VERSUS LOGO ECONAPPA-Black+Light Gold,Unisex,Fall / Winter 2018-2019,SHOES,3,0,735.5053558
FORCHETTA TAVOLA MEDUSA GOLD-FORMA 1930,Unisex,-missing description-,HOME,0,0,376.4554749
FORMALE - ABITO TESSUTO-blue,Male,Spring / Summer 2016,RTW,0,0,6404.793457
FORMALE - ABITO TESSUTO-Blue - Black,Male,Fall / Winter 2018-2019,RTW,0,0,9079.220215
FORMALE - ABITO TESSUTO-White - Black,Male,Spring / Summer 2018,RTW,1,0,5197.392456
FORMALE - GIACCA TESSUTO-Black,Male,Spring / Summer 2019,RTW,1,1,10638.82178
FORMALE - GIACCA TESSUTO-Black - White,Male,Spring / Summer 2016,RTW,2,0,3020.168701
FORMALE - GIACCA TESSUTO-Lime,Male,Spring / Summer 2019,RTW,0,0,1956.092041
FORMALE - PANTALONE SERA-Black,Male,Spring / Summer 2016,RTW,0,0,444.7900696
FORMALE - PANTALONE SERA-white-black-gold,Male,Spring / Summer 2019,RTW,0,0,1991.077759
FORMALE - PANTALONE TESSUTO-black-white- blue,Male,Fall / Winter 2018-2019,RTW,4,1,8775.428528
FORMALE - PANTALONE TESSUTO-dark grey - grey,Male,Spring / Summer 2019,RTW,1,0,748.0473022
FOULARD - CARRE-Beige-black-gold,Unisex,Fall / Winter 2018-2019,SILK & OTHER ACC,5,1,6085.401276
FOULARD - CARRE-Black + multicolor,Unisex,Fall / Winter 2016-2017,SILK & OTHER ACC,2,0,1360.483093
FOULARD - CARRE-Black+Print,Unisex,Spring / Summer 2019,SILK & OTHER ACC,1,0,258.3517761
FOULARD - CARRE-Brown-gold-white,Unisex,Spring / Summer 2018,SILK & OTHER ACC,1,1,3359.002594
FOULARD - CARRE-Light blue-black,Unisex,Spring / Summer 2019,SILK & OTHER ACC,4,0,3948.589661
FOULARD - CARRE-Multicolor,Unisex,Fall / Winter 2018-2019,SILK & OTHER ACC,25,2,16751.05034
FOULARD - CARRE-Multicolor,Unisex,Spring / Summer 2019,SILK & OTHER ACC,20,1,15627.35242
FOULARD - CARRE-White-blue ice,Unisex,Fall / Winter 2018-2019,SILK & OTHER ACC,11,1,8494.718246
FOULARD - CARRE-Yellow lime,Unisex,Spring / Summer 2018,SILK & OTHER ACC,3,0,1211.193542
Foulard 90x90-Black,Unisex,Fall / Winter 2017-2018,SILK & OTHER ACC,1,0,442.8439941
Foulard 90x90-Light blue-fuxia,Unisex,Spring / Summer 2017,SILK & OTHER ACC,0,0,594.6410828
GEMELLI METALLO + MADREPERLA-White-Tribute Gold,Male,Fall / Winter 2018-2019,FASHION JEWELRY,2,0,1623.884491
GIACCA DENIM/JEANS DONNA-Black,Female,Fall / Winter 2018-2019,RTW,5,2,12013.58417
GIACCA DENIM/JEANS UOMO-light blue,Male,Fall / Winter 2017-2018,RTW,1,0,306.8035278
GIACCA DONNA DENIM/JEANS-Black,Female,Spring / Summer 2019,RTW,2,0,794.7393188
GIACCA DONNA DENIM/JEANS-Dark Blue,Female,Spring / Summer 2019,RTW,1,0,2669.905151
GIACCA DONNA DENIM/JEANS-Mint + Print,Female,Spring / Summer 2018,RTW,3,0,1398.196075
GIACCA DONNA TESSUTO-Black,Female,Spring / Summer 2017,RTW,2,0,517.7107544
GIACCA PELLE DONNA-Black,Female,Spring / Summer 2018,RTW,5,1,10608.30884
GIACCA PIUMINO DONNA-Gold + Print,Female,Spring / Summer 2019,RTW,8,1,34724.89453
GIACCA PIUMINO DONNA-PRINT BACKGROUND WHITE,Female,Fall / Winter 2018-2019,RTW,10,2,47991.89014
GIACCA PIUMINO RICAMATO+CINTURA-Black,Female,Fall / Winter 2016-2017,RTW,1,0,1166.273804
GIACCA SMANICATA DONNA TESSUTO-Black,Female,Spring / Summer 2018,RTW,0,0,911.5205383
GIACCA SMANICATA DONNA TESSUTO-Black - Yellow fluo,Female,Spring / Summer 2018,RTW,1,0,436.634552
GIACCA SMANICATA DONNA TESSUTO-Yellow,Female,Spring / Summer 2017,RTW,0,0,262.7721252
GIACCA TESSUTO RICAMATA-bluette + white,Female,Spring / Summer 2018,RTW,0,0,9724.567993
GIACCA TESSUTO-Black,Female,Fall / Winter 2018-2019,RTW,3,0,7330.845795
GIACCA TESSUTO-Dark Purple,Female,Spring / Summer 2018,RTW,0,0,2579.827148
GIACCA TESSUTO-Light blue,Female,Spring / Summer 2018,RTW,0,0,3302.878052
GILET MAGLIA DONNA-bluette,Female,Fall / Winter 2018-2019,RTW,1,0,435.3160706
GIUBBINO REVERSIBILE MAGLIA + STAMPA UOMO-Black,Male,Spring / Summer 2019,RTW,19,1,105268.1421
GIUBBINO ZIPPATO MAGLIA DONNA-Black - Red - Yellow - Lt Blue,Female,Spring / Summer 2017,RTW,0,0,509.8856506
GIUBBINO-Black-gold,Male,Fall / Winter 2018-2019,RTW,4,0,4610.849457
GIUBBINO-BLACK-WHITE-GOLD,Male,Spring / Summer 2019,RTW,4,0,4460.86969
GIUBBINO-Black+black-gold,Male,Fall / Winter 2018-2019,RTW,1,0,2376.648743
GIUBBINO-Grey+red+grey,Male,Fall / Winter 2018-2019,RTW,1,0,2196.35611
GIUBBINO-White-gold+white+white-gold,Female,Fall / Winter 2018-2019,RTW,1,0,1698.155762
GIUBBOTTO FELPA-Orange,Male,Spring / Summer 2015,RTW,0,0,1928.339569
GIUBBOTTO MAGLIA UOMO-Black-red,Male,Spring / Summer 2019,RTW,18,3,154309.3591
GIUBBOTTO MARE UOMO-Black,Male,Spring / Summer 2019,RTW,13,3,21922.99048
GIUBBOTTO TESSUTO-Black - Gold,Male,Spring / Summer 2015,RTW,0,0,3334.246277
GONNA DONNA TESSUTO STAMPATO-White - Purple,Female,Fall / Winter 2018-2019,RTW,6,0,2880.865204
GONNA DONNA TESSUTO-Pink,Female,Fall / Winter 2018-2019,RTW,7,0,3842.328812
GONNE JERSEY-Black,Female,Spring / Summer 2019,RTW,0,0,2325.633911
GONNE TESSUTO-BLACK & RED,Female,Spring / Summer 2017,RTW,0,0,607.4343262
GONNE TESSUTO-Black + Print,Female,Fall / Winter 2018-2019,RTW,1,2,6664.385376
GONNE TESSUTO-red + print,Female,Fall / Winter 2018-2019,RTW,2,4,19116.94592
GONNE TESSUTO-red + print,Female,Spring / Summer 2018,RTW,2,0,4208.980164
GONNE TESSUTO-rose-black,Female,Fall / Winter 2018-2019,RTW,0,0,4111.353699
HAND TOWEL-Black-black,Unisex,Not Seasonal 2018,HOME,3,0,519.3557663
HAND TOWEL-White-black,Unisex,Not Seasonal 2016,HOME,3,0,230.8307114
HAT-899+937,Male,Fall / Winter 2018-2019,SILK & OTHER ACC,2,0,382.3965454
INFRADITO T.05 VITELLO ST.HIBISCUS-Black+Gold-Tribte Gold,Female,Spring / Summer 2019,SHOES,3,0,4171.186523
KEY CASE VITELLO-RED-LIGHT GOLD,Female,Spring / Summer 2018,SLG,9,0,1411.626373
KHAI IP ROSE GLD D BLCK LEATHER S 2015-NUL,Male,Not Seasonal 2015,LICENSES,2,0,1258.002808
LADY DRESS-HIGH RISK RED,Female,Spring / Summer 2019,RTW,10,0,5923.533508
LADY DRESS-SUSINA,Female,Fall / Winter 2018-2019,RTW,1,0,682.2823486
LADY DRESS-VERDERAME,Female,Spring / Summer 2018,RTW,2,0,2750.559891
LADY DRESS-VERDINO,Female,Spring / Summer 2018,RTW,2,0,2006.308746
LADY JACKET-WHITE,Female,Spring / Summer 2019,RTW,20,0,15777.50079
LADY KNITTED SWEATER-899+623,Female,Fall / Winter 2018-2019,RTW,3,0,5220.147827
LADY KNITTED SWEATER-SUSINA,Female,Fall / Winter 2018-2019,RTW,1,0,2917.233154
LADY LIGHT SWEATER-BLACK,Female,Spring / Summer 2019,RTW,30,3,30190.87451
LADY LIGHT SWEATER-WHITE,Female,Spring / Summer 2019,RTW,7,1,3243.65683
LADY SHIRT-CORALLO,Female,Spring / Summer 2018,RTW,1,0,601.2672729
LADY SHORTS-BLACK,Female,Spring / Summer 2019,RTW,1,0,177.1555176
LADY SHORTS-HIGH RISK RED,Female,Spring / Summer 2019,RTW,1,0,717.0228424
LADY SHORTS-VERDERAME,Female,Spring / Summer 2018,RTW,3,0,811.2409668
LADY SKIRT-BLACK,Female,Spring / Summer 2019,RTW,8,0,3041.228134
LADY SKIRT-GOLD,Female,Spring / Summer 2019,RTW,5,0,2759.354004
LADY SKIRT-SENAPE,Female,Fall / Winter 2018-2019,RTW,2,0,2637.191589
LADY SKIRT-VIOLET,Female,Fall / Winter 2018-2019,RTW,8,0,5936.758331
LADY T-SHIRT-003+923,Female,Spring / Summer 2019,RTW,1,0,996.5479813
LADY TOP-ROSE,Female,Spring / Summer 2018,RTW,0,0,214.7383118
LADY TROUSER-MIMOSA,Female,Fall / Winter 2018-2019,RTW,7,0,6783.802765
LADY TROUSER-WHITE,Female,Spring / Summer 2018,RTW,2,0,518.9509125
LADY TROUSER-WHITE,Female,Spring / Summer 2019,RTW,5,0,2371.075531
LARGE BACKPACK NYLON+MALAGA CALF+V RIBBON-Black+Black+Black-Nickel,Unisex,Spring / Summer 2017,BAGS,0,0,896.1804199
LARGE BACKPACK+LIONHEAD OLD PIN GUMMY CALF+V RIBBON-Black+Black---Gun Metal,Unisex,Spring / Summer 2019,BAGS,1,1,1264.699341
LARGE BACKPACK+LIONHEAD RIVET VERSUS NYLON JACQUARD+GRAND CANYON+V RIBBON-Military Green+Military Green+Black-Nickel,Unisex,Fall / Winter 2018-2019,BAGS,3,0,2891.44426
LARGE BACKPACK+STUDS BUTTER CALF+V RIBBON+NYLON-Black+Black+Black-Nickel,Unisex,Fall / Winter 2016-2017,BAGS,2,0,596.1856689
LATTIERA 2 PERS. DEDALO BLACK-FORMA 1446,Unisex,Not Seasonal 2016,HOME,0,1,155.0110779
LEATHER JACKET-BLACK,Female,Fall / Winter 2018-2019,RTW,17,1,22205.43976
LEATHER JACKET-BLACK,Male,Spring / Summer 2019,RTW,4,0,8300.618652
LEATHER JACKET-BLACK/NAVY,Male,Fall / Winter 2018-2019,RTW,2,0,1048.170166
LEATHER JACKET-CORALLO,Female,Spring / Summer 2018,RTW,0,0,1549.953979
LEGGING GYM DONNA-Black,Female,Spring / Summer 2019,RTW,4,1,4002.049301
LEGGING GYM DONNA-Black-gold,Female,Spring / Summer 2019,RTW,4,0,3952.370911
LEGGING GYM UOMO-Black - Gold,Male,Spring / Summer 2019,RTW,1,0,408.1070251
LOGO SS IP GOLD WHITE D WHITE S 2015-NUL,Female,Not Seasonal 2015,LICENSES,0,0,81.69226837
MAGLIA DONNA STAMPATO-Black + Print,Female,Fall / Winter 2018-2019,RTW,13,3,51146.18372
MAGLIA DONNA-Black,Female,Fall / Winter 2016-2017,RTW,0,0,2618.71524
MAGLIA DONNA-Black - Fuxia,Female,Spring / Summer 2019,RTW,3,0,2048.201996
MAGLIA DONNA-Black - Pink,Female,Fall / Winter 2018-2019,RTW,11,0,8833.005066
MAGLIA DONNA-Black - Pink,Female,Spring / Summer 2019,RTW,1,0,1724.482269
MAGLIA DONNA-Black - Purple,Female,Fall / Winter 2018-2019,RTW,2,0,2395.705399
MAGLIA DONNA-Black - White,Female,Spring / Summer 2018,RTW,2,2,4072.672363
MAGLIA DONNA-blue,Female,Fall / Winter 2018-2019,RTW,5,0,15474.97198
MAGLIA DONNA-Dark Orange,Female,Fall / Winter 2018-2019,RTW,2,0,2207.062454
MAGLIA DONNA-Green - Navy - Lilac - Black,Female,Spring / Summer 2017,RTW,0,0,1802.375061
MAGLIA DONNA-LT BLUE - YELLOW - NAVY - WHITE,Female,Spring / Summer 2017,RTW,0,0,391.4248962
MAGLIA DONNA-multicolor,Female,Fall / Winter 2018-2019,RTW,28,7,88596.40833
MAGLIA DONNA-purple,Female,Fall / Winter 2018-2019,RTW,4,0,1929.147339
MAGLIA DONNA-rose + print,Female,Spring / Summer 2018,RTW,5,0,13693.06909
MAGLIA UOMO RICAMATA-Blue,Male,Spring / Summer 2018,RTW,1,0,1911.171021
MAGLIA UOMO RICAMATA-Blue,Male,Spring / Summer 2019,RTW,1,0,5046.11499
MAGLIA UOMO STAMPATA-Black,Male,Fall / Winter 2018-2019,RTW,7,0,5188.686188
MAGLIA UOMO STAMPATA-white-black-gold,Male,Spring / Summer 2019,RTW,18,4,49869.1181
MAGLIA UOMO-Black - Blue - Purple - White,Male,Fall / Winter 2018-2019,RTW,2,0,2699.605865
MAGLIA UOMO-black - orange,Male,Fall / Winter 2016-2017,RTW,0,0,117.6424561
MAGLIA UOMO-Black - Red,Male,Spring / Summer 2016,RTW,1,0,305.9263458
MAGLIA UOMO-Black - White,Male,Fall / Winter 2017-2018,RTW,2,0,447.1392517
MAGLIA UOMO-Black - White,Male,Fall / Winter 2018-2019,RTW,5,0,5318.824966
MAGLIA UOMO-blue-red,Male,Spring / Summer 2019,RTW,11,0,35533.43481
MAGLIA UOMO-Dark Grey,Male,Fall / Winter 2017-2018,RTW,5,0,11004.10376
MAGLIA UOMO-Grey - Black,Male,Fall / Winter 2018-2019,RTW,0,2,7301.702759
MAGLIA UOMO-multicolor,Male,Fall / Winter 2018-2019,RTW,2,0,21566.11621
MAGLIA UOMO-NAVY - BLACK - LT.BLUE,Male,Spring / Summer 2018,RTW,1,0,1810.456787
MAGLIA UOMO-navy - white - red - gold,Male,Fall / Winter 2018-2019,RTW,0,1,4179.473511
MAGLIA UOMO-white-black-red,Male,Spring / Summer 2019,RTW,7,0,26858.1778
MAGLIA UOMO-Yellow,Male,Spring / Summer 2017,RTW,1,0,109.8089523
MAGLIA UOMO-Yellow - Black,Male,Spring / Summer 2019,RTW,0,0,793.4198914
MAN JACKET-BLACK,Male,Spring / Summer 2019,RTW,35,0,33476.44257
MAN JACKET-BLEU NOTTE,Male,Fall / Winter 2018-2019,RTW,47,0,46616.20044
MAN JACKET-VERDERAME,Male,Spring / Summer 2018,RTW,0,0,494.5091248
MAN KNITTED SWEATER-17-3914 GRIGIO ARTIS,Male,Fall / Winter 2018-2019,RTW,8,0,3921.953979
MAN KNITTED SWEATER-SENAPE,Male,Fall / Winter 2018-2019,RTW,4,0,2839.650284
MAN LIGHT SWEATER-899+253,Male,Fall / Winter 2018-2019,RTW,19,0,8448.578201
MAN LIGHT SWEATER-BLUEBELL,Male,Spring / Summer 2019,RTW,5,0,2903.618805
MAN LIGHT SWEATER-NAVY,Male,Fall / Winter 2018-2019,RTW,7,0,7393.035583
MAN LIGHT SWEATER-WHITE,Male,Spring / Summer 2019,RTW,1,0,1601.383453
MAN SHIRT-BLU TEMPESTA,Male,Fall / Winter 2018-2019,RTW,31,0,17272.03121
MAN SHIRT-VERDERAME,Male,Spring / Summer 2018,RTW,2,0,1271.994125
MAN SHIRT-WHITE,Male,Spring / Summer 2019,RTW,8,0,2994.498581
MAN SHORTS-BLACK,Male,Spring / Summer 2018,RTW,3,0,2807.840378
MAN T-SHIRT-899+155+337,Male,Spring / Summer 2019,RTW,11,0,5068.424698
MAN T-SHIRT-899+609,Male,Spring / Summer 2019,RTW,4,0,1219.949875
MAN T-SHIRT-899+937,Male,Spring / Summer 2019,RTW,80,0,33760.52335
MAN T-SHIRT-BLACK,Male,Fall / Winter 2018-2019,RTW,210,2,112689.2672
MAN T-SHIRT-BLACK/WHITE,Male,Fall / Winter 2018-2019,RTW,11,0,6507.736847
MAN T-SHIRT-GRIGIO CHIMICO,Male,Fall / Winter 2018-2019,RTW,9,0,6139.032471
MAN T-SHIRT-TIMO,Male,Fall / Winter 2018-2019,RTW,2,0,3397.486542
MAN TROUSER-BLUEBELL,Male,Spring / Summer 2019,RTW,3,0,794.7393188
MAN TROUSER-GOLD,Male,Fall / Winter 2018-2019,RTW,4,1,4452.587982
MAN TROUSER-RANA,Male,Fall / Winter 2018-2019,RTW,33,0,18573.42301
MAN TROUSER-WHITE,Male,Fall / Winter 2018-2019,RTW,5,0,6141.191864
MANTELLA PELLICCIA DONNA-Military Black Burgundy Light blue,Female,Fall / Winter 2017-2018,RTW,0,0,17566.14453
MANTELLO/CAPPA TESSUTO-Black,Female,Fall / Winter 2017-2018,RTW,6,0,19883.97021
MARSUPIO NYLON ST.CATENE-Multicolor Black,Male,Spring / Summer 2019,BAGS,2,0,3117.575806
MARSUPIO VITELLO BORCHIATO-Black-Ruthenium+Palladium,Male,Fall / Winter 2018-2019,BAGS,4,0,3167.758453
MARSUPIO VITELLO-BLACK-TRIBUTE GOLD,Female,Fall / Winter 2018-2019,BAGS,0,0,3624.80542
MEDIUM CLUTCH+CHAIN+EYELET WITH LION BUTTER CALF-Optic White-Nickel,Female,Spring / Summer 2017,BAGS,1,0,1255.959808
MEDIUM CLUTCH+CHAIN+EYELET WITH LION+METAL STARS FLOWER SAG CALF-Black-Nickel,Female,Fall / Winter 2018-2019,BAGS,4,0,4120.536682
MEDIUM FLAT POUCH+BLACK&WHITE PATCHES PALMELLATO-Black---Antique Nickel,Unisex,Fall / Winter 2018-2019,SLG,23,0,8202.584579
MESEDIA CHAIR-BLACK,Unisex,Not Seasonal 2016,HOME,0,0,7085.503906
MINI BUCKET BAG VITELLO NAPPATO+STUDS-red- nickel,Female,Fall / Winter 2015-2016,BAGS,1,1,439.2358093
MINI TOP HANDLE VITELLO OPACO-Purple---Nickel,Female,Spring / Summer 2018,BAGS,6,0,2548.379395
MINI TOP HANDLE VITELLO STAMPA BORDER+VITELLO OPACO-Multicolor+Black---Antique Gold,Female,Spring / Summer 2019,BAGS,1,0,553.6109619
MOCASSINO T.25 VERNICE ST. COCCO-Black-Tribute Gold,Female,Fall / Winter 2018-2019,SHOES,10,0,17538.47235
MOCASSINO VITELLO+SCRITTA-Black White Warm Gold,Male,Spring / Summer 2019,SHOES,11,1,25567.81128
